                  Temp     Hi    Low   Out    Dew  Wind  Wind   Wind    Hi    Hi   Wind   Heat    THW                Rain    Heat    Cool    In     In    In     In     In   In Air  Wind  Wind    ISS   Arc.
  Date    Time     Out   Temp   Temp   Hum    Pt. Speed   Dir    Run Speed   Dir  Chill  Index  Index   Bar    Rain  Rate    D-D     D-D    Temp   Hum    Dew   Heat    EMC Density  Samp   Tx   Recept  Int.
 8/20/17 10:05a   79.5   79.5   79.4    31   46.2   4.0   NNE   0.33   6.0    NE   79.5   77.7   77.7   839.8  0.00  0.00   0.000   0.050   85.5    32   52.3   84.2   6.25  .9511    117    1    100.0    5 
 8/20/17 10:10a   79.7   79.9   79.5    32   47.2   2.0   NNE   0.17   4.0   NNE   79.7   78.0   78.0   839.8  0.00  0.00   0.000   0.051   86.4    31   52.2   84.9   6.15  .9496    116    1    100.0    5 
 8/20/17 10:15a   80.1   80.3   79.9    31   46.7   1.0   NNE   0.08   4.0   NNE   80.1   78.2   78.2   839.8  0.00  0.00   0.000   0.052   87.3    31   53.0   85.6   6.15  .9476    117    1    100.0    5 
 8/20/17 10:20a   80.6   80.8   80.3    31   47.2   3.0   NNE   0.25   5.0   NNE   80.6   78.7   78.7   839.8  0.00  0.00   0.000   0.054   88.4    31   53.9   86.5   6.15  .9451    115    1    100.0    5 
 8/20/17 10:25a   81.0   81.2   80.8    32   48.4   3.0     N   0.25   6.0   NNW   81.0   79.2   79.2   839.8  0.00  0.00   0.000   0.056   89.4    30   53.9   87.8   5.96  .9434    114    1    100.0    5 
 8/20/17 10:30a   81.6   81.9   81.3    33   49.7   3.0     N   0.25   6.0   NNE   81.6   80.0   80.0   839.8  0.00  0.00   0.000   0.058   90.4    30   54.7   89.5   5.93  .9411    114    1    100.0    5 
 8/20/17 10:35a   82.1   82.4   82.0    29   46.7   3.0     N   0.25   6.0   NNE   82.1   80.1   80.1   839.9  0.00  0.00   0.000   0.059   91.4    30   55.6   90.7   5.89  .9390    113    1     99.1    5 
 8/20/17 10:40a   82.5   82.7   82.4    29   47.0   2.0   NNE   0.17   5.0   NNE   82.5   80.4   80.4   839.9  0.00  0.00   0.000   0.061   92.5    29   55.6   91.7   5.65  .9372    115    1    100.0    5 
 8/20/17 10:45a   82.9   83.2   82.7    29   47.4   2.0   NNE   0.17   5.0   NNE   82.9   80.8   80.8   839.9  0.00  0.00   0.000   0.062   93.6    29   56.6   93.1   5.61  .9348    115    1    100.0    5 
 8/20/17 10:50a   83.3   83.3   83.2    26   44.8   4.0     N   0.33   6.0   NNW   83.3   80.9   80.9   840.0  0.00  0.00   0.000   0.064   94.7    29   57.5   94.6   5.56  .9324    117    1    100.0    5 
 8/20/17 10:55a   83.4   83.6   83.3    26   44.9   4.0   NNE   0.33   7.0    NE   83.4   81.0   81.0   840.0  0.00  0.00   0.000   0.064   95.8    28   57.5   95.7   5.37  .9305    116    1    100.0    5 
 8/20/17 11:00a   83.7   83.7   83.6    22   40.8   4.0     E   0.33   6.0     E   83.7   80.9   80.9   840.0  0.00  0.00   0.000   0.065   96.8    28   58.3   97.0   5.39  .9283    115    1    100.0    5 
 8/20/17 11:05a   83.4   83.6   83.3    24   42.8   3.0     E   0.25   6.0     E   83.4   80.8   80.8   839.9  0.00  0.00   0.000   0.064   97.4    28   58.8   97.9   5.40  .9269    117    1    100.0    5 
 8/20/17 11:10a   83.2   83.3   83.2    22   40.4   4.0   ENE   0.33   6.0   ENE   83.2   80.4   80.4   840.0  0.00  0.00   0.000   0.063   97.5    28   58.9   98.1   5.40  .9267    117    1    100.0    5 
 8/20/17 11:15a   83.2   83.2   83.1    26   44.7   3.0   NNE   0.25   6.0    NE   83.2   80.7   80.7   840.0  0.00  0.00   0.000   0.063   97.5    28   58.9   98.1   5.40  .9267    116    1    100.0    5 
 8/20/17 11:20a   83.1   83.3   83.0    23   41.5   1.0   NNE   0.08   5.0   NNE   83.1   80.3   80.3   839.9  0.00  0.00   0.000   0.063   97.3    28   58.7   97.8   5.40  .9271    117    1    100.0    5 
 8/20/17 11:25a   83.6   84.0   83.3    24   43.0   0.0   NNE   0.00   1.0   NNE   83.6   81.0   81.0   839.9  0.00  0.00   0.000   0.065   97.1    28   58.6   97.5   5.39  .9275    115    1    100.0    5 
 8/20/17 11:30a   84.5   85.0   84.1    21   40.3   3.0   SSE   0.25   9.0    SE   84.5   81.5   81.5   839.8  0.00  0.00   0.000   0.068   97.4    28   58.8   97.9   5.40  .9267    117    1    100.0    5 
 8/20/17 11:35a   85.3   85.4   85.0    19   38.4   4.0     E   0.33   9.0   ESE   85.3   82.1   82.1   839.8  0.00  0.00   0.000   0.070   98.2    28   59.5   99.1   5.41  .9250    113    1     99.1    5 
 8/20/17 11:40a   85.5   85.7   85.4    19   38.5   2.0   NNE   0.17   8.0    NE   85.5   82.3   82.3   839.8  0.00  0.00   0.000   0.071   99.0    28   60.2  100.3   5.43  .9231    114    1    100.0    5 
 8/20/17 11:45a   85.8   85.8   85.7    21   41.3   6.0   ENE   0.50  10.0   ENE   85.8   82.7   82.7   839.8  0.00  0.00   0.000   0.072   99.8    27   59.9  101.2   5.35  .9221    115    1    100.0    5 
 8/20/17 11:50a   86.0   86.2   85.8    19   38.9   5.0   ENE   0.42  11.0    NE   86.0   82.8   82.8   840.0  0.00  0.00   0.000   0.073  100.9    26   59.7  102.4   5.20  .9205    116    1    100.0    5 
 8/20/17 11:55a   85.9   86.1   85.8    21   41.4   4.0   ENE   0.33   8.0   ESE   85.9   82.8   82.8   840.0  0.00  0.00   0.000   0.073  102.1    26   60.7  104.3   5.12  .9178    117    1    100.0    5 
 8/20/17 12:00p   85.8   85.9   85.7    21   41.3   7.0   ENE   0.58  11.0   ENE   85.8   82.7   82.7   839.9  0.00  0.00   0.000   0.072  103.1    26   61.6  106.0   5.06  .9156    114    1    100.0    5 
 8/20/17 12:05p   85.5   85.7   85.4    21   41.1   8.0    NE   0.67  12.0    NE   85.3   82.4   82.2   839.9  0.00  0.00   0.000   0.071  103.6    25   60.9  106.3   4.93  .9152    117    1    100.0    5 
 8/20/17 12:10p   85.0   85.4   84.7    21   40.7  10.0   ENE   0.83  14.0    NE   84.1   81.9   81.0   839.9  0.00  0.00   0.000   0.069  103.9    25   61.1  106.8   4.92  .9145    117    1    100.0    5 
 8/20/17 12:15p   84.4   84.7   84.1    21   40.2   9.0   ENE   0.75  12.0    NE   83.7   81.4   80.7   839.9  0.00  0.00   0.000   0.067  104.1    25   61.3  107.2   4.90  .9141    117    1    100.0    5 
 8/20/17 12:20p   84.0   84.1   83.9    24   43.3   8.0   ENE   0.67  14.0     E   83.7   81.4   81.1   839.9  0.00  0.00   0.000   0.066  104.1    25   61.3  107.2   4.90  .9141    116    1    100.0    5 
 8/20/17 12:25p   84.0   84.1   84.0    22   41.1   8.0     E   0.67  13.0     E   83.7   81.2   80.9   839.9  0.00  0.00   0.000   0.066  103.8    25   61.1  106.7   4.92  .9148    117    1    100.0    5 
 8/20/17 12:30p   83.9   84.0   83.9    22   41.0   8.0     E   0.67  13.0     E   83.6   81.1   80.8   839.9  0.00  0.00   0.000   0.066  103.8    25   61.1  106.7   4.92  .9148    112    1     98.2    5 
 8/20/17 12:35p   84.0   84.0   83.8    21   39.9   8.0   ENE   0.67  12.0   ENE   83.7   81.1   80.8   839.9  0.00  0.00   0.000   0.066  103.8    25   61.1  106.7   4.92  .9148    114    1    100.0    5 
 8/20/17 12:40p   83.8   83.9   83.8    21   39.7   6.0    NE   0.50  10.0    NE   83.8   80.9   80.9   840.0  0.00  0.00   0.000   0.065  103.8    25   61.1  106.7   4.92  .9148    115    1    100.0    5 
 8/20/17 12:45p   84.0   84.1   83.9    24   43.3   6.0   ENE   0.50  11.0    NE   84.0   81.4   81.4   839.9  0.00  0.00   0.000   0.066  103.8    25   61.1  106.7   4.92  .9148    117    1    100.0    5 
 8/20/17 12:50p   83.9   84.0   83.7    23   42.1   7.0     E   0.58  11.0   ENE   83.9   81.2   81.2   839.9  0.00  0.00   0.000   0.066  104.0    25   61.2  107.0   4.91  .9143    118    1    100.0    5 
 8/20/17 12:55p   83.7   83.8   83.6    23   42.0   6.0   ENE   0.50  10.0     E   83.7   81.0   81.0   839.9  0.00  0.00   0.000   0.065  104.1    25   61.3  107.2   4.90  .9141    114    1    100.0    5 
 8/20/17  1:00p   84.1   84.4   83.8    22   41.1   8.0    NE   0.67  12.0    NE   83.8   81.3   81.0   839.9  0.00  0.00   0.000   0.066  104.1    25   61.3  107.2   4.90  .9141    116    1    100.0    5 
 8/20/17  1:05p   84.5   84.5   84.4    22   41.5  10.0    NE   0.83  16.0    NE   83.5   81.6   80.6   840.0  0.00  0.00   0.000   0.068  104.3    25   61.5  107.5   4.89  .9137    117    1    100.0    5 
 8/20/17  1:10p   84.4   84.5   84.4    22   41.4   9.0    NE   0.75  14.0   NNE   83.7   81.5   80.8   840.0  0.00  0.00   0.000   0.067  104.3    25   61.5  107.5   4.89  .9137    116    1    100.0    5 
 8/20/17  1:15p   84.5   84.5   84.4    20   39.0   8.0    NE   0.67  13.0    NE   84.3   81.4   81.2   839.9  0.00  0.00   0.000   0.068  104.2    25   61.4  107.3   4.90  .9139    116    1    100.0    5 
 8/20/17  1:20p   84.5   84.6   84.5    21   40.3   8.0    NE   0.67  14.0    NE   84.3   81.5   81.3   839.9  0.00  0.00   0.000   0.068  104.1    25   61.3  107.2   4.90  .9141    113    1     99.1    5 
 8/20/17  1:25p   84.7   84.8   84.6    20   39.2   7.0    NE   0.58  11.0    NE   84.7   81.6   81.6   839.9  0.00  0.00   0.000   0.068  104.0    25   61.2  107.0   4.91  .9144    114    1    100.0    5 
 8/20/17  1:30p   84.6   84.7   84.5    19   37.8   7.0    NE   0.58  12.0    NE   84.6   81.5   81.5   839.9  0.00  0.00   0.000   0.068  103.8    25   61.1  106.7   4.92  .9148    117    1    100.0    5 
 8/20/17  1:35p   84.7   84.8   84.6    22   41.6   8.0    NE   0.67  14.0    NE   84.5   81.8   81.6   839.9  0.00  0.00   0.000   0.068  104.1    25   61.3  107.2   4.90  .9141    117    1    100.0    5 
 8/20/17  1:40p   84.9   85.0   84.8    18   36.7   6.0    NE   0.50  10.0     N   84.9   81.7   81.7   839.8  0.00  0.00   0.000   0.069  104.1    25   61.3  107.2   4.90  .9140    117    1    100.0    5 
 8/20/17  1:45p   85.2   85.3   85.0    20   39.6   7.0    NE   0.58  10.0   NNE   85.2   82.0   82.0   839.8  0.00  0.00   0.000   0.070  104.1    25   61.3  107.2   4.90  .9140    117    1    100.0    5 
 8/20/17  1:50p   85.4   85.4   85.3    20   39.8   9.0    NE   0.75  12.0    NE   84.8   82.2   81.6   839.8  0.00  0.00   0.000   0.071  104.3    25   61.5  107.5   4.89  .9136    117    1    100.0    5 
 8/20/17  1:55p   85.2   85.3   85.1    20   39.6   8.0    NE   0.67  12.0    NE   85.0   82.0   81.8   839.8  0.00  0.00   0.000   0.070  104.3    25   61.5  107.5   4.89  .9135    117    1    100.0    5 
 8/20/17  2:00p   85.1   85.1   85.0    23   43.1   7.0     E   0.58  10.0   ENE   85.1   82.3   82.3   839.7  0.00  0.00   0.000   0.070  104.3    25   61.5  107.5   4.89  .9135    117    1    100.0    5 
 8/20/17  2:05p   85.1   85.1   85.0    18   36.8   7.0    NE   0.58  12.0    NE   85.1   81.9   81.9   839.7  0.00  0.00   0.000   0.070  104.2    25   61.4  107.3   4.90  .9137    115    1    100.0    5 
 8/20/17  2:10p   85.2   85.2   85.1    18   36.9   6.0   ENE   0.50  10.0    NE   85.2   82.0   82.0   839.7  0.00  0.00   0.000   0.070  104.1    25   61.3  107.2   4.90  .9139    114    1    100.0    5 
 8/20/17  2:15p   85.1   85.2   85.0    22   42.0   7.0    NE   0.58  11.0   ESE   85.1   82.1   82.1   839.7  0.00  0.00   0.000   0.070  104.1    25   61.3  107.2   4.90  .9138    114    1    100.0    5 
 8/20/17  2:20p   85.0   85.0   84.9    21   40.7   8.0    NE   0.67  13.0    NE   84.8   81.9   81.7   839.6  0.00  0.00   0.000   0.069  104.1    25   61.3  107.2   4.90  .9138    117    1    100.0    5 
 8/20/17  2:25p   85.0   85.0   85.0    21   40.7   5.0     E   0.42   9.0     E   85.0   81.9   81.9   839.6  0.00  0.00   0.000   0.069  104.1    25   61.3  107.2   4.90  .9138    117    1    100.0    5 
 8/20/17  2:30p   85.1   85.2   85.0    20   39.5   8.0    NE   0.67  11.0    NE   84.9   81.9   81.7   839.6  0.00  0.00   0.000   0.070  104.1    25   61.3  107.2   4.90  .9138    115    1    100.0    5 
 8/20/17  2:35p   85.0   85.2   85.0    20   39.4   6.0    NE   0.50   9.0   ENE   85.0   81.8   81.8   839.6  0.00  0.00   0.000   0.069  104.3    25   61.5  107.5   4.89  .9133    117    1    100.0    5 
 8/20/17  2:40p   85.1   85.2   85.0    23   43.1   5.0    NE   0.42   8.0    NE   85.1   82.3   82.3   839.6  0.00  0.00   0.000   0.070  104.3    25   61.5  107.5   4.89  .9133    117    1    100.0    5 
 8/20/17  2:45p   85.2   85.3   85.2    20   39.6   6.0   ENE   0.50  11.0   ENE   85.2   82.0   82.0   839.6  0.00  0.00   0.000   0.070  104.3    25   61.5  107.5   4.89  .9133    116    1    100.0    5 
 8/20/17  2:50p   85.2   85.3   85.2    20   39.6   7.0    NE   0.58  11.0   ENE   85.2   82.0   82.0   839.6  0.00  0.00   0.000   0.070  104.3    25   61.5  107.5   4.89  .9133    117    1    100.0    5 
 8/20/17  2:55p   85.4   85.4   85.3    21   41.0   7.0     E   0.58  11.0   NNE   85.4   82.3   82.3   839.5  0.00  0.00   0.000   0.071  104.3    25   61.5  107.5   4.89  .9132    114    1    100.0    5 
 8/20/17  3:00p   85.2   85.4   85.1    23   43.2   6.0     E   0.50  11.0   ESE   85.2   82.4   82.4   839.4  0.00  0.00   0.000   0.070  104.3    25   61.5  107.5   4.89  .9131    114    1    100.0    5 
 8/20/17  3:05p   85.4   85.6   85.2    21   41.0   5.0    NE   0.42   9.0   NNE   85.4   82.3   82.3   839.4  0.00  0.00   0.000   0.071  104.3    25   61.5  107.5   4.89  .9131    116    1    100.0    5 
 8/20/17  3:10p   85.7   85.8   85.6    22   42.5   6.0   NNE   0.50  12.0   NNE   85.7   82.7   82.7   839.3  0.00  0.00   0.000   0.072  104.6    25   61.7  108.0   4.87  .9123    117    1    100.0    5 
 8/20/17  3:15p   85.7   85.8   85.7    22   42.5   7.0   ENE   0.58  11.0    NE   85.7   82.7   82.7   839.3  0.00  0.00   0.000   0.072  104.6    25   61.7  108.0   4.87  .9123    116    1    100.0    5 
 8/20/17  3:20p   85.6   85.7   85.5    23   43.5   9.0    NE   0.75  14.0   NNE   85.1   82.8   82.3   839.3  0.00  0.00   0.000   0.072  104.6    25   61.7  108.0   4.87  .9123    117    1    100.0    5 
 8/20/17  3:25p   85.3   85.5   85.1    21   40.9   9.0    NE   0.75  13.0    NE   84.7   82.2   81.6   839.3  0.00  0.00   0.000   0.070  104.4    25   61.6  107.6   4.89  .9127    117    1    100.0    5 
 8/20/17  3:30p   85.2   85.2   85.1    21   40.8   8.0   ENE   0.67  13.0   NNE   85.0   82.1   81.9   839.2  0.00  0.00   0.000   0.070  104.3    25   61.5  107.5   4.89  .9129    116    1    100.0    5 
 8/20/17  3:35p   85.0   85.1   84.8    23   43.0   9.0   NNE   0.75  14.0   NNE   84.4   82.2   81.6   839.2  0.00  0.00   0.000   0.069  104.0    25   61.2  107.0   4.91  .9135    116    1    100.0    5 
 8/20/17  3:40p   84.8   84.8   84.7    22   41.7   6.0    NE   0.50  11.0   NNE   84.8   81.9   81.9   839.1  0.00  0.00   0.000   0.069  103.8    25   61.1  106.7   4.92  .9139    114    1    100.0    5 
 8/20/17  3:45p   84.8   84.8   84.8    22   41.7   8.0   NNE   0.67  12.0    NE   84.6   81.9   81.7   839.1  0.00  0.00   0.000   0.069  103.6    26   62.0  106.8   5.03  .9135    113    1     99.1    5 
 8/20/17  3:50p   84.8   84.8   84.7    22   41.7   5.0   ENE   0.42   9.0    NE   84.8   81.9   81.9   839.0  0.00  0.00   0.000   0.069  103.4    26   61.8  106.5   5.05  .9139    113    1     99.1    5 
 8/20/17  3:55p   85.0   85.2   84.8    21   40.7   5.0   NNE   0.42   9.0     N   85.0   81.9   81.9   839.0  0.00  0.00   0.000   0.069  103.1    26   61.6  106.0   5.06  .9146    117    1    100.0    5 
 8/20/17  4:00p   85.3   85.3   85.2    22   42.1   6.0     N   0.50  11.0   NNE   85.3   82.3   82.3   839.0  0.00  0.00   0.000   0.070  103.0    26   61.5  105.8   5.07  .9148    117    1    100.0    5 
 8/20/17  4:05p   85.0   85.2   84.9    22   41.9   7.0   NNE   0.58  11.0   NNE   85.0   82.0   82.0   839.1  0.00  0.00   0.000   0.069  102.8    26   61.3  105.5   5.08  .9153    116    1    100.0    5 
 8/20/17  4:10p   84.8   84.9   84.8    22   41.7   6.0   NNE   0.50  11.0   NNE   84.8   81.9   81.9   839.0  0.00  0.00   0.000   0.069  102.6    26   61.2  105.1   5.09  .9157    118    1    100.0    5 
 8/20/17  4:15p   84.8   85.0   84.7    23   42.9   3.0     N   0.25   7.0     N   84.8   82.0   82.0   839.0  0.00  0.00   0.000   0.069  102.4    26   61.0  104.8   5.11  .9161    116    1    100.0    5 
 8/20/17  4:20p   85.1   85.1   85.0    21   40.8   5.0   ESE   0.42   7.0   ENE   85.1   82.0   82.0   839.0  0.00  0.00   0.000   0.070  102.2    26   60.8  104.5   5.12  .9165    117    1    100.0    5 
 8/20/17  4:25p   85.0   85.1   84.8    20   39.4   6.0   NNE   0.50   9.0    NE   85.0   81.8   81.8   838.9  0.00  0.00   0.000   0.069  102.1    26   60.7  104.3   5.12  .9167    116    1    100.0    5 
 8/20/17  4:30p   84.6   84.8   84.5    22   41.6   6.0     N   0.50   9.0   NNE   84.6   81.7   81.7   839.0  0.00  0.00   0.000   0.068  101.9    26   60.6  104.0   5.14  .9172    115    1    100.0    5 
 8/20/17  4:35p   84.4   84.5   84.4    21   40.2   6.0   NNE   0.50  11.0   NNE   84.4   81.4   81.4   839.0  0.00  0.00   0.000   0.067  101.4    26   60.1  103.2   5.17  .9183    112    1     98.2    5 
 8/20/17  4:40p   84.5   84.6   84.4    20   39.0   8.0   NNE   0.67  11.0     N   84.3   81.4   81.2   838.9  0.00  0.00   0.000   0.068  101.1    27   61.0  103.2   5.31  .9182    114    1    100.0    5 
 8/20/17  4:45p   84.1   84.3   83.9    19   37.4   7.0   NNE   0.58  10.0   NNE   84.1   81.0   81.0   838.9  0.00  0.00   0.000   0.066  100.7    27   60.6  102.5   5.32  .9191    116    1    100.0    5 
 8/20/17  4:50p   83.7   83.8   83.6    20   38.4   6.0   NNE   0.50  10.0   NNE   83.7   80.7   80.7   838.8  0.00  0.00   0.000   0.065  100.2    27   60.2  101.8   5.34  .9201    117    1    100.0    5 
 8/20/17  4:55p   83.6   83.7   83.6    19   37.0   6.0   NNE   0.50   9.0   NNE   83.6   80.5   80.5   838.8  0.00  0.00   0.000   0.065   99.4    28   60.5  100.9   5.44  .9212    116    1    100.0    5 
 8/20/17  5:00p   83.7   83.8   83.7    21   39.6   5.0     N   0.42   7.0   NNE   83.7   80.8   80.8   838.8  0.00  0.00   0.000   0.065   98.3    29   60.6   99.6   5.62  .9230    117    1    100.0    5 
 8/20/17  5:05p   83.7   83.8   83.7    19   37.0   5.0   NNE   0.42   7.0   NNE   83.7   80.6   80.6   838.9  0.00  0.00   0.000   0.065   97.5    29   59.9   98.4   5.60  .9248    116    1    100.0    5 
 8/20/17  5:10p   83.7   83.7   83.7    20   38.4   4.0     N   0.33   6.0   NNE   83.7   80.7   80.7   838.9  0.00  0.00   0.000   0.065   96.8    30   60.3   97.7   5.75  .9258    117    1    100.0    5 
 8/20/17  5:15p   83.8   84.0   83.7    23   42.0   5.0     N   0.42   7.0     N   83.8   81.1   81.1   838.8  0.00  0.00   0.000   0.065   96.3    30   59.8   97.0   5.75  .9268    118    1    100.0    5 
 8/20/17  5:20p   84.0   84.1   84.0    20   38.6   3.0   NNE   0.25   6.0   NNE   84.0   81.0   81.0   838.8  0.00  0.00   0.000   0.066   95.7    30   59.3   96.2   5.75  .9282    117    1    100.0    5 
 8/20/17  5:25p   84.1   84.2   84.1    23   42.3   1.0   NNE   0.08   4.0   NNE   84.1   81.4   81.4   838.8  0.00  0.00   0.000   0.066   95.3    30   59.0   95.7   5.75  .9290    114    1    100.0    5 
 8/20/17  5:30p   84.1   84.2   84.1    23   42.3   0.0   NNE   0.00   2.0   NNE   84.1   81.4   81.4   838.8  0.00  0.00   0.000   0.066   94.9    31   59.5   95.5   5.95  .9293    113    1     99.1    5 
 8/20/17  5:35p   84.3   84.5   84.2    21   40.1   0.0   ---   0.00   0.0   ---   84.3   81.3   81.3   838.8  0.00  0.00   0.000   0.067   94.2    31   58.9   94.6   5.98  .9309    113    1     99.1    5 
 8/20/17  5:40p   84.8   85.1   84.5    20   39.3   0.0   NNE   0.00   1.0   NNE   84.8   81.6   81.6   838.7  0.00  0.00   0.000   0.069   93.9    31   58.7   94.1   5.99  .9315    113    1     99.1    5 
 8/20/17  5:45p   85.3   85.4   85.1    21   40.9   1.0   NNE   0.08   2.0   NNE   85.3   82.2   82.2   838.7  0.00  0.00   0.000   0.070   93.7    31   58.5   93.9   6.00  .9320    117    1    100.0    5 
 8/20/17  5:50p   85.4   85.4   85.3    21   41.0   1.0   NNE   0.08   2.0   NNE   85.4   82.3   82.3   838.8  0.00  0.00   0.000   0.071   93.6    31   58.4   93.8   6.01  .9322    116    1    100.0    5 
 8/20/17  5:55p   85.1   85.3   85.0    21   40.8   0.0   NNE   0.00   1.0   NNE   85.1   82.0   82.0   838.8  0.00  0.00   0.000   0.070   93.3    31   58.2   93.4   6.02  .9330    116    1    100.0    5 
 8/20/17  6:00p   85.0   85.1   85.0    19   38.1   0.0   ---   0.00   0.0   ---   85.0   81.8   81.8   838.9  0.00  0.00   0.000   0.069   93.0    32   58.8   93.2   6.19  .9331    116    1    100.0    5 
 8/20/17  6:05p   85.1   85.1   85.0    23   43.1   0.0   ---   0.00   0.0   ---   85.1   82.3   82.3   838.9  0.00  0.00   0.000   0.070   92.7    32   58.5   92.8   6.20  .9338    117    1    100.0    5 
 8/20/17  6:10p   85.2   85.2   85.1    24   44.3   0.0   ---   0.00   0.0   ---   85.2   82.5   82.5   838.9  0.00  0.00   0.000   0.070   92.2    32   58.1   92.1   6.21  .9349    117    1    100.0    5 
 8/20/17  6:15p   85.1   85.2   85.1    23   43.1   0.0   NNE   0.00   1.0   NNE   85.1   82.3   82.3   838.8  0.00  0.00   0.000   0.070   91.9    32   57.8   91.8   6.21  .9355    117    1    100.0    5 
 8/20/17  6:20p   85.1   85.1   85.0    26   46.4   0.0   NNE   0.00   1.0   NNE   85.1   82.7   82.7   838.8  0.00  0.00   0.000   0.070   91.6    32   57.6   91.4   6.22  .9363    117    1    100.0    5 
 8/20/17  6:25p   84.9   85.0   84.8    28   48.2   0.0   ---   0.00   0.0   ---   84.9   82.8   82.8   838.9  0.00  0.00   0.000   0.069   91.2    32   57.2   90.9   6.23  .9372    116    1    100.0    5 
 8/20/17  6:30p   84.8   84.8   84.8    29   49.0   0.0   ---   0.00   0.0   ---   84.8   82.9   82.9   838.9  0.00  0.00   0.000   0.069   90.9    33   57.8   90.7   6.43  .9374    114    1    100.0    5 
 8/20/17  6:35p   84.8   84.8   84.7    26   46.1   0.0   ---   0.00   0.0   ---   84.8   82.4   82.4   838.9  0.00  0.00   0.000   0.069   90.6    33   57.6   90.3   6.44  .9380    112    1     98.2    5 
 8/20/17  6:40p   84.7   84.8   84.6    29   48.9   0.0   ---   0.00   0.0   ---   84.7   82.8   82.8   838.9  0.00  0.00   0.000   0.068   90.3    33   57.3   89.9   6.44  .9387    113    1     99.1    5 
 8/20/17  6:45p   84.5   84.6   84.5    28   47.8   0.0   ---   0.00   0.0   ---   84.5   82.4   82.4   838.9  0.00  0.00   0.000   0.068   89.9    33   56.9   89.4   6.45  .9396    116    1    100.0    5 
 8/20/17  6:50p   84.3   84.4   84.1    27   46.7   0.0   ---   0.00   0.0   ---   84.3   82.1   82.1   838.8  0.00  0.00   0.000   0.067   89.4    33   56.5   88.5   6.44  .9407    117    1    100.0    5 
 8/20/17  6:55p   83.8   84.1   83.5    26   45.3   0.0   ---   0.00   0.0   ---   83.8   81.4   81.4   838.9  0.00  0.00   0.000   0.065   89.0    33   56.2   87.8   6.43  .9417    117    1    100.0    5 
 8/20/17  7:00p   83.3   83.5   83.1    30   48.6   0.0   ---   0.00   0.0   ---   83.3   81.4   81.4   838.9  0.00  0.00   0.000   0.064   88.5    34   56.6   87.3   6.52  .9423    116    1    100.0    5 
 8/20/17  7:05p   82.9   83.1   82.8    30   48.3   0.0   ---   0.00   0.0   ---   82.9   80.9   80.9   838.9  0.00  0.00   0.000   0.062   88.0    34   56.1   86.6   6.51  .9435    116    1    100.0    5 
 8/20/17  7:10p   82.5   82.7   82.2    28   46.1   0.0   ---   0.00   0.0   ---   82.5   80.3   80.3   838.9  0.00  0.00   0.000   0.061   87.5    34   55.7   86.3   6.50  .9446    117    1    100.0    5 
 8/20/17  7:15p   81.8   82.2   81.3    27   44.5   1.0   NNE   0.08   5.0     W   81.8   79.5   79.5   839.0  0.00  0.00   0.000   0.058   86.9    34   55.2   85.9   6.49  .9461    117    1    100.0    5 
 8/20/17  7:20p   80.4   81.2   79.7    27   43.3   5.0   WSW   0.42   7.0     W   80.4   78.1   78.1   839.1  0.00  0.00   0.000   0.053   86.3    35   55.4   85.6   6.68  .9470    117    1    100.0    5 
 8/20/17  7:25p   79.3   79.7   79.0    27   42.4   5.0   WSW   0.42   8.0   WSW   79.3   77.1   77.1   839.1  0.00  0.00   0.000   0.050   85.7    35   54.9   85.0   6.66  .9485    117    1    100.0    5 
 8/20/17  7:30p   78.8   79.0   78.7    27   42.0   6.0    SW   0.50  10.0    SW   78.8   76.8   76.8   839.2  0.00  0.00   0.000   0.048   85.0    35   54.3   84.2   6.65  .9501    117    1    100.0    5 
 8/20/17  7:35p   78.6   78.7   78.6    28   42.8   6.0     W   0.50   9.0     W   78.6   76.7   76.7   839.2  0.00  0.00   0.000   0.047   84.4    35   53.8   83.7   6.67  .9515    115    1    100.0    5 
 8/20/17  7:40p   78.5   78.6   78.4    28   42.7   5.0   WNW   0.42   8.0   WNW   78.5   76.7   76.7   839.2  0.00  0.00   0.000   0.047   83.9    36   54.1   83.3   6.79  .9522    113    1     99.1    5 
 8/20/17  7:45p   78.3   78.4   78.2    29   43.4   2.0   WNW   0.17   6.0   WNW   78.3   76.6   76.6   839.3  0.00  0.00   0.000   0.046   83.3    36   53.6   82.4   6.82  .9536    114    1    100.0    5 
 8/20/17  7:50p   78.1   78.2   78.0    28   42.3   4.0    NW   0.33   7.0    NW   78.1   76.4   76.4   839.3  0.00  0.00   0.000   0.045   82.9    36   53.2   81.9   6.83  .9545    113    1     99.1    5 
 8/20/17  7:55p   77.9   78.0   77.8    28   42.2   4.0    NW   0.33   9.0   WNW   77.9   76.3   76.3   839.3  0.00  0.00   0.000   0.045   82.3    36   52.7   81.2   6.86  .9559    116    1    100.0    5 
 8/20/17  8:00p   77.8   77.9   77.8    29   43.0   1.0   WNW   0.08   5.0    NW   77.8   76.2   76.2   839.5  0.00  0.00   0.000   0.044   82.0    36   52.4   80.8   6.87  .9568    117    1    100.0    5 
 8/20/17  8:05p   77.5   77.7   77.4    29   42.7   5.0     W   0.42   9.0    NW   77.5   76.1   76.1   839.5  0.00  0.00   0.000   0.043   81.6    37   52.8   80.4   7.12  .9573    117    1    100.0    5 
